nama_penulis,rating,teks_ulasan,waktu,likes,case_holding_sentimen,sentimen,ulasan_bersih
Wildan Ashshiddiqi,5.0,"Seller ramah, informatif, selalu mendampingi jika ada masalah",3 years ago,0,Netral,Positif,seller ramah informatif damping
Muhammad Thoriq Alkatiri,5.0,Laptop secondnya masih baru2 dan staf helpful,2 years ago,0,Netral,Positif,laptop secondnya staf helpful
nova ardiansyah,5.0,Pelayanan bagus,a year ago,0,Netral,Positif,layan bagus
Alvin Novian Perdana,5.0,Tempat nyaman buat laptop bekas.. good,3 years ago,0,Positif,Positif,nyaman laptop bekas good
Arlan Dias,5.0,Mantapp barang sesuai dengan foto di instagram,2 years ago,0,Netral,Positif,mantapp barang sesuai foto instagram
Satria Pratama,5.0,Oke,6 months ago,0,Netral,Positif,oke
Firgo Saputra,5.0,"Semua harganya bersahabat, mantep poll👌",3 years ago,0,Netral,Positif,harga sahabat mantep poll
Muh Arya Ihza Nugroho,5.0,Jos pokok e,a year ago,0,Netral,Positif,jos pokok e
arhif rochman,5.0,Recomended untuk nyari laptop segala merk,2 years ago,0,Netral,Positif,recomended nyari laptop merk
muharizal andri,5.0,Barang barang nya jos,7 months ago,0,Netral,Positif,barang barang nya jos
Elvas Wicaksana,5.0,Barang bagus harga juga yg terbaik,3 years ago,0,Netral,Positif,barang bagus harga yg baik
Rifqi Raznan,5.0,Pelayanan ramahh dan baikk mantap!,3 years ago,0,Netral,Positif,layan ramahh baikk mantap
SANDI PUTRA,5.0,Pelayanan ramah dan cepat,a year ago,0,Netral,Positif,layan ramah cepat
agung harto,5.0,"Mantab, pelayanan ramah worthit",2 years ago,0,Netral,Positif,mantab layan ramah worthit
Dewa chandra,5.0,sangat rekomendasi,7 months ago,0,Netral,Positif,rekomendasi
Novaldi Mustamin,5.0,Pelayanan oke bonus pembelian oke,2 years ago,0,Netral,Positif,layan oke bonus beli oke
Putri fadhila ardiansyah,5.0,pelayanan ramah,a year ago,0,Netral,Positif,layan ramah
YOGA BANGUN NUGROHO,5.0,Pelayanannya ramah,2 years ago,0,Netral,Positif,layan ramah
ammar alimm,5.0,Barang nya bagus2 dan terpercaya,3 years ago,0,Netral,Positif,barang nya bagus percaya
Friska Pamungkas,5.0,"Recommended, aman dan terpercaya.",3 years ago,0,Netral,Positif,recommended aman percaya
fadhil ananda siregar,5.0,Pelayanan bagus dan memuaskan,a year ago,0,Netral,Positif,layan bagus muas
Khoirul Amin,5.0,"Tempatnya woww, pelayanannya muantappp polll",3 years ago,0,Netral,Positif,tempat woww layan muantappp polll
batara yudhistira,5.0,jossss pokok nya🔥,3 years ago,0,Netral,Positif,jossss pokok nya
Titin Nurinayah,5.0,Tokonya sangat terpercaya,2 years ago,0,Netral,Positif,toko percaya
David sulistyo Wibowo,5.0,Sangat baik,3 years ago,0,Netral,Positif,
RB farm,5.0,Laptopnya oke.. Harga terjangkau.,2 years ago,0,Netral,Positif,laptop oke harga jangkau
Kang Wan,5.0,Laptop second like new dengan harga terjangkau,2 years ago,0,Netral,Positif,laptop second like new harga jangkau
miko aja,5.0,Mantap pokoknya,a year ago,0,Netral,Positif,mantap pokok
PRAMONO A,5.0,"Makan opor di amerika, beli laptop ya di hero computer jogja",3 years ago,0,Netral,Positif,makan opor amerika beli laptop ya hero computer jogja
Erikko Abimayu,5.0,Pelayanan terbaik dan kualitas dijamin,3 years ago,0,Netral,Positif,layan baik kualitas jamin
jundan izza,5.0,Kondisi Laptop sesuai dengan apa yg di dijanjikan mantap,3 years ago,0,Netral,Positif,kondisi laptop sesuai yg janji mantap
Firzi Alfharizar,5.0,worth it bgt beli laptop disini,3 years ago,0,Positif,Positif,worth it bgt beli laptop
Ridho Saputro,5.0,"Recommendeed, Mantaaapss ...",5 months ago,0,Netral,Positif,recommendeed mantaaapss
13 Azhar Ahyan,5.0,Kewrenn,2 years ago,0,Netral,Positif,kewrenn
Muhammad Khansa,5.0,Mantap barang bagus,3 years ago,0,Netral,Positif,mantap barang bagus
RzaAdty,5.0,Langganan 👌🏻,4 months ago,0,Netral,Positif,langgan
Matematika 03,5.0,rekomendasi toko laptop bekas terbaik di jogja,3 years ago,0,Netral,Positif,rekomendasi toko laptop bekas baik jogja
muladi,5.0,Barangnya bagus bagus. Mantap,2 years ago,0,Netral,Positif,barang bagus bagus mantap
Wanto Kayana,5.0,Recommended seller. Tempat nyaman,4 years ago,0,Netral,Positif,recommended seller nyaman
Syaifulloh Nugroho,5.0,"Recomended, harga pelajar",a year ago,0,Netral,Positif,recomended harga ajar
LINTANG LINTANG,5.0,"Tempat nyaman, laptoo bagus dan terawat",3 years ago,0,Netral,Positif,nyaman laptoo bagus awat
Harzil Hasim,5.0,memuaskan jos mase,3 years ago,0,Netral,Positif,muas jos mase
Syamsul Fajri,5.0,Gass cari laptop disini,10 months ago,0,Netral,Positif,gass cari laptop
Daniel Fendi,5.0,"Pelayanan Baik, Ramah.",2 years ago,0,Netral,Positif,layan ramah
Surya Putra pratama,5.0,"Mantapp,",3 years ago,0,Netral,Positif,mantapp
301_Yudha Tirtadinata,5.0,mantap harganya terjangkau,a year ago,0,Netral,Positif,mantap harga jangkau
Angelina Widita Swasti,5.0,Sangat bagus dan memuaskan,2 years ago,0,Netral,Positif,bagus muas
Patricia Pebriana,5.0,Bagus nyaman banget,3 years ago,0,Netral,Positif,bagus nyaman banget
shendy wahyu widiyarto,5.0,Laptop bagus + garansi,8 months ago,0,Netral,Positif,laptop bagus garansi
Arfian Faizzatur Alyafis,5.0,harga terjangkau,2 years ago,0,Netral,Positif,harga jangkau
Afif Imaduddin,5.0,Temukan laptop idamanmu disini 👍,3 years ago,0,Netral,Positif,temu laptop idam
Cahyo Pamungkas,5.0,pelayanan ramah,2 years ago,0,Netral,Positif,layan ramah
Aji Pradana,5.0,Jual beli laptop terpecaya hanya di Hero Computer,a year ago,0,Netral,Positif,jual beli laptop terpecaya hero computer
Ahmad Sholihun,5.0,Layanan prima dan memuaskan,2 years ago,0,Netral,Positif,layan prima muas
Iswan Ardi 323,5.0,tempat beli laptop recommended 👍🏻👍🏻,a year ago,0,Netral,Positif,beli laptop recommended
Noventio Ariasena Prabowo,5.0,pelayanannya asik 100%,2 years ago,0,Netral,Positif,layan asik
Ugiex_permana Permana,5.0,terlengkap di wukirharjo,3 years ago,0,Netral,Positif,lengkap wukirharjo
HASSAN SAA,5.0,Hero computer mantap,a year ago,0,Netral,Positif,hero computer mantap
Dhe' Pan,5.0,"Seler Ramah , Amanah . Kualitas Istimewaa",4 years ago,0,Netral,Positif,seler ramah amanah kualitas istimewaa
Bagus Arif,5.0,"Pelayanan baik, dan ramah",2 years ago,0,Netral,Positif,layan ramah
09. Fajar Yoga pratama,5.0,mantap pelayanan oke,a year ago,0,Netral,Positif,mantap layan oke
Fariz Putra,5.0,"Barang bagus, mantap",2 years ago,0,Netral,Positif,barang bagus mantap
Orges Sprinter,5.0,Pelayanan sangat nyaman,a year ago,0,Netral,Positif,layan nyaman
Setiawan Nufri Hidayat,5.0,"top pokoknya, recommended",2 years ago,0,Positif,Positif,top pokok recommended
Hendriansyah,5.0,Mantap lah pokoknyaa,a year ago,0,Netral,Positif,mantap pokoknyaa
Juliana tri sunarti,5.0,nyaman pelayanan ramah,2 years ago,0,Netral,Positif,nyaman layan ramah
Dimas Ardi,5.0,Ramah melayani maksimal menjual,3 years ago,0,Netral,Positif,ramah layan maksimal jual
Ahmad Asad Malik Syoh Putra,5.0,The best lahh. Yokk kesini yokkk.,2 years ago,0,Positif,Positif,the best lahh yokk kesini yokkk
Rio Pradana,5.0,"Murah, Lengkap, Terpercaya!🔥🔥🔥",2 years ago,0,Netral,Positif,murah lengkap percaya
Angga,5.0,Mntap,7 months ago,0,Netral,Positif,mntap
045_Ahmad Mahran Rafiqi,5.0,Laptop yg dijual mantab 👍,2 years ago,0,Netral,Positif,laptop yg jual mantab
amirul bk,5.0,"Belanja puas, harga pas 🤝",2 years ago,0,Netral,Positif,belanja puas harga pas
Kelas Hukum,5.0,Mantap,7 months ago,0,Netral,Positif,mantap
Luqman Hakim,5.0,"Ramah dan nyaman, laptop juga murah",3 years ago,0,Netral,Positif,ramah nyaman laptop murah
01_Abhirama Sunu Ardi,5.0,sangat rekomen sekali,a year ago,0,Netral,Positif,rekomen
Fajar Hidayat,5.0,Laptop murah dan kualitas terbaik,2 years ago,0,Netral,Positif,laptop murah kualitas baik
aby hafizh,5.0,Bukan kaleng kaleng,a year ago,0,Netral,Positif,kaleng kaleng
Muhammad Nur Alfi Syahri,5.0,Keren matap.. laptopnya kualitasnya bagus2👍👍,3 years ago,0,Netral,Positif,keren matap laptop kualitas bagus
Jatmika A,5.0,mantap. pelayanan terbaik,3 years ago,0,Netral,Positif,mantap layan baik
Jobnas,5.0,Barang bagus... Bukan kaleng-kaleng,3 years ago,0,Netral,Positif,barang bagus kalengkaleng
Muhammad Roy,5.0,Terbaik untuk kalangan mahasiswa 🥳,2 years ago,0,Netral,Positif,baik kalang mahasiswa
Angga,5.0,Mntap,7 months ago,0,Netral,Positif,mntap
Alfonsus Radityo,5.0,Produk laptop gamingnya bagus dan bergaransi 👍👍👍,4 years ago,0,Netral,Positif,produk laptop gamingnya bagus garansi
Ahmad D,5.0,Pelayanan bagus banget,a year ago,0,Netral,Positif,layan bagus banget
Cahya Danurahman,5.0,Seller komunikatif dan produk oke,a year ago,0,Netral,Positif,seller komunikatif produk oke
rizky dzikra,5.0,Mantabb pokoknyaa,a year ago,0,Netral,Positif,mantabb pokoknyaa
Lukman Rakhim Haris,5.0,Pelayanan ramah. Joss,3 years ago,0,Netral,Positif,layan ramah joss
Gilang Ramadhan,5.0,Pelayanan 👍,3 years ago,0,Netral,Positif,layan
Kesit Bayu P,5.0,Bagus harga juga masuk akal,2 years ago,0,Netral,Positif,bagus harga masuk akal
Ika Widyastuti,5.0,Pelayanan bintang 5 banget!!!,2 years ago,0,Netral,Positif,layan bintang banget
ipank kiwkiw,5.0,"Pelayanan ramah,",3 years ago,0,Netral,Positif,layan ramah
Muh Am Elmiro,5.0,Mantap. Trimakasih,11 months ago,0,Netral,Positif,mantap trimakasih
Ton ton,5.0,"Ramah, barangnya bagus bagus",3 years ago,0,Netral,Positif,ramah barang bagus bagus
Anugerah Chandra,5.0,Tempat nyaman dan banyak pilihan 👍,4 years ago,0,Netral,Positif,nyaman pilih
Arif Amanah,5.0,Lanjutkan !!!,3 years ago,0,Netral,Positif,lanjut
Auryn Hanselino,5.0,Mantab rekomendasi,a year ago,0,Netral,Positif,mantab rekomendasi
Wahyu Aji Pamungkas,5.0,Keren mantul pelayanan asik,3 years ago,0,Netral,Positif,keren mantul layan asik
Vitto 21,5.0,Brng sesuai,a year ago,0,Netral,Positif,brng sesuai
mario tri,5.0,Pelayanan ramah,3 years ago,0,Netral,Positif,layan ramah
Arkan MG,5.0,tempat beli laptop terpercaya,a year ago,0,Netral,Positif,beli laptop percaya
anna aprilia,5.0,Murah dan terpercaya 🔥👍,2 years ago,0,Netral,Positif,murah percaya
Andika Ronaldo,5.0,Uademmm & recommended buat yg cari laptop,3 years ago,0,Netral,Positif,uademmm recommended yg cari laptop
MUH RIFALDY TAKAPENTE,5.0,"Mantappl
Pelayanan terbaik",3 years ago,0,Netral,Positif,mantappl layan baik
Miqdam Wahyu,5.0,jos,8 months ago,0,Netral,Positif,jos
fahrizal fitriono,5.0,Rekomendasi toko laptop second,3 years ago,0,Netral,Positif,rekomendasi toko laptop second
Haidarghiffari Adam,5.0,Pelayanan ramah,3 years ago,0,Netral,Positif,layan ramah
Adien Tsaqif,5.0,Mantap,3 years ago,0,Netral,Positif,mantap
Fissilmi Khoirunnisa,4.0,pelayanan sangat baik,2 years ago,0,Netral,Positif,layan
Ziardi_,5.0,"Mantap, banyak diskon.",3 years ago,0,Netral,Positif,mantap diskon
Raden MRA,5.0,mantap,8 months ago,0,Netral,Positif,mantap
Aslam Talapiu,5.0,Keren poll🔥🔥🔥,a year ago,0,Netral,Positif,keren poll
Isti Q,5.0,"Joss pokok'e
Ramah...",a year ago,0,Netral,Positif,joss pokoke ramah
AHMAD RAHMANDANI -,5.0,mantappp,6 months ago,0,Netral,Positif,mantappp
ilhan Savero Raihan,5.0,Keren sekali,a year ago,0,Netral,Positif,keren
Hardria Rio Al-fayet,5.0,Pelayanan terbaik 🔥🔥🔥,a year ago,0,Netral,Positif,layan baik
Aristo Tanor,5.0,Sangat terpercaya dan mantap!,3 years ago,0,Netral,Positif,percaya mantap
Arif Setya,5.0,Mantab,6 months ago,0,Netral,Positif,mantab
Rafli Fidiyaz raflifidiyaz.2019,5.0,Mantappp,9 months ago,0,Netral,Positif,mantappp
Beni Ainur Rozaq,5.0,Om beni,a year ago,0,Netral,Positif,om beni
vannn 11,5.0,Toko yang sangat bagus,2 years ago,0,Netral,Positif,toko bagus
206_ Ismail,5.0,rekomendedd buat yang nyarii laptop,a year ago,0,Netral,Positif,rekomendedd nyarii laptop
Zaenul Muto'i,5.0,andalan buat yang butuh laptop/pc,2 years ago,0,Netral,Positif,andal butuh laptoppc
Dracboi,5.0,sakjose,9 months ago,0,Netral,Positif,sakjose
062_Irham Lukman,5.0,Laptop berkualitas,2 years ago,0,Netral,Positif,laptop kualitas
Segawon Segawon,5.0,aku sih yess,2 years ago,0,Netral,Positif,sih yess
Dimas Bayu,5.0,Keren lengkap seri nya,2 years ago,0,Netral,Positif,keren lengkap seri nya
Melkhy Sensi,5.0,Mantap 👍🏻,a year ago,0,Netral,Positif,mantap
Akhy Putra,5.0,Memuaskan,a year ago,0,Netral,Positif,muas
BRO YEI,5.0,Mantap 👍,a year ago,0,Netral,Positif,mantap
Septiana Sabila Hasna,5.0,Mantap! Lengkap! Murah!,3 years ago,0,Netral,Positif,mantap lengkap murah
Game Account,5.0,"Lengkap, murah",2 years ago,0,Netral,Positif,lengkap murah
luthfia safirani renaningtyas,5.0,pelayanan sangat baik,2 years ago,0,Netral,Positif,layan
079_ Febrian Dwi Purnama,5.0,Rekomendasi Laptop 2nd paling mantap,3 years ago,0,Netral,Positif,rekomendasi laptop nd mantap
ahmad khanif ali wafa,5.0,Tempat beli laptop teroke,a year ago,0,Netral,Positif,beli laptop oke
TSM Vilan,5.0,Pelayanan cepat dan Ramah,3 years ago,0,Netral,Positif,layan cepat ramah
Good_Yoci,5.0,Sangat bagus lengkap,a year ago,0,Netral,Positif,bagus lengkap
Moh Yudi Mahardika 186,5.0,Terbaik,a year ago,0,Netral,Positif,baik
Bagus Muhammad Firdaus,5.0,Mantappp 👍,3 years ago,0,Netral,Positif,mantappp
Fathul Manan,5.0,Pelayan bagus,2 years ago,0,Netral,Positif,layan bagus
Aisa k. dela,5.0,laptop second garansi recommended,3 years ago,0,Netral,Positif,laptop second garansi recommended
Rifqi Muammar Hanif,5.0,Jual laptop well 👍🏽,a year ago,0,Netral,Positif,jual laptop well
Arma Rizki,5.0,"Mantab, kualitas joss",3 years ago,0,Netral,Positif,mantab kualitas joss
Miccele Rossy Nugroho,5.0,harga sangat terjangkau,3 years ago,0,Netral,Positif,harga jangkau
Angga Febi,5.0,Solusi laptop 2nd rasa baru,4 years ago,0,Netral,Positif,solusi laptop nd
maulana ashari,5.0,Mantapsss...,a year ago,0,Netral,Positif,mantapsss
Dina Damayanti,5.0,Bagus bagus barangnya,2 years ago,0,Netral,Positif,bagus bagus barang
ifham hakim,5.0,Laptop second tapi mulus bener,2 years ago,0,Netral,Positif,laptop second mulus bener
yusuf aja,5.0,toko bagus,2 years ago,0,Netral,Positif,toko bagus
Anton Baihaqi,5.0,Sangat recomended 👍🏻👍🏻,a year ago,0,Netral,Positif,recomended
Adien Naufal A.N.,5.0,masnya baguss,3 years ago,0,Netral,Positif,mas baguss
Endang Yuliningsih,5.0,Mantap betul,2 years ago,0,Netral,Positif,mantap
Vivo,5.0,Mantap,a year ago,0,Netral,Positif,mantap
Arjuna Nugraha,5.0,tempat yang keren dan estetik,a year ago,0,Netral,Positif,keren estetik
Rizal Faiz,5.0,sangatt okee 👍👍👍,a year ago,0,Netral,Positif,sangatt okee
Azmi Azzam,5.0,sangat ramahh dan mantap,3 years ago,0,Netral,Positif,ramahh mantap
Siraj Arkhan,5.0,sangat sesuai expectation,3 years ago,0,Netral,Positif,sesuai expectation
Ali Nur Sya'Ban,5.0,Bagusss,a year ago,0,Netral,Positif,bagusss
bayu Sajiwo,5.0,Memuaskan,3 years ago,0,Netral,Positif,muas
Zidane AhmadArrafi,5.0,Bintang 5 masse,3 years ago,0,Netral,Positif,bintang masse
Diajeng Adelini,5.0,Bagus polllllll 🙏🏻🙏🏻,2 years ago,0,Netral,Positif,bagus polllllll
Ahmad Syarifudin,5.0,Terbaik👍,3 years ago,0,Netral,Positif,baik
Enok Dana,5.0,👍👍👍👍,a year ago,0,Netral,Positif,
Nandoo,5.0,Mantap!!,2 years ago,0,Netral,Positif,mantap
hesti mahanani,5.0,Oke,a year ago,0,Netral,Positif,oke
Kadari Ari,5.0,👍👍👍,2 years ago,0,Netral,Positif,
Yusuf Abdurahman,5.0,Mantapsss,3 years ago,0,Netral,Positif,mantapsss
Niko Riza22,5.0,oke,a year ago,0,Netral,Positif,oke
NOFACE_911,5.0,MANTAP PELAYANAN BAGUS,a year ago,0,Netral,Positif,mantap layan bagus
Regita Rifaningtyas,5.0,mantabb 💗💗💗,7 months ago,0,Netral,Positif,mantabb
Caldera Abel Fida Haryanta,5.0,Mantap,a year ago,0,Netral,Positif,mantap
Fadhli Addifa,5.0,mantap sat set,3 years ago,0,Netral,Positif,mantap sat set
1835_ Surya Abimartito Rachmat Anansyah,5.0,Sangatt baikkk,2 years ago,0,Netral,Positif,sangatt baikkk
wisnu sabdana,5.0,terbaik,3 years ago,0,Netral,Positif,baik
Best Nadya,5.0,Mantap!,2 years ago,0,Netral,Positif,mantap
Muhammad Irfal,5.0,Banyak bonus nya ☺️☺️☺️,2 years ago,0,Netral,Positif,bonus nya
Avi Pransiska,5.0,mantap mas,2 years ago,0,Netral,Positif,mantap mas
Fardhan Ardi Wibowo,5.0,Mantap maszeh,3 years ago,0,Netral,Positif,mantap maszeh
Alvin Mumtaz,5.0,mantapp,a year ago,0,Netral,Positif,mantapp
adit syahbani,5.0,baguss,a year ago,0,Netral,Positif,baguss
muhamad thomy,5.0,Gampang di cari,3 years ago,0,Netral,Positif,gampang cari
ksatria pramudya,5.0,Mantap jaya,3 years ago,0,Netral,Positif,mantap jaya
Ali Ramdani,5.0,👍👍👍👍,2 years ago,0,Netral,Positif,
Fitri Ani,5.0,Mantabb👍🏻👍🏻,a year ago,0,Netral,Positif,mantabb
Fikri Barka,5.0,Mantab bgt,3 years ago,0,Netral,Positif,mantab bgt
Gilang Permadhi Sukamto,5.0,Mantap mantap laptopnya,3 years ago,0,Netral,Positif,mantap mantap laptop
febri ariyanto,5.0,mantap,a year ago,0,Netral,Positif,mantap
Alee Wafa,5.0,Cool keren,a year ago,0,Positif,Positif,cool keren
Nicky Saputra,5.0,Mantaaab!,3 years ago,0,Netral,Positif,mantaaab
maura rahma,5.0,woww laptop bagusshh,a year ago,0,Netral,Positif,woww laptop bagusshh
Fajar Rizqi,5.0,Mantap,a year ago,0,Netral,Positif,mantap
Kasan Asngari,5.0,Recomen,a year ago,0,Netral,Positif,recomen
fadhil dzaki,5.0,"mantabbb, rekomen",3 years ago,0,Netral,Positif,mantabbb rekomen
melvina nandasari,5.0,👍👍👍👍👍,2 years ago,0,Netral,Positif,
Hemas Keni Darmawan,5.0,Siip,2 years ago,0,Netral,Positif,siip
yelsa archive,5.0,kerennnn,2 years ago,0,Netral,Positif,kerennnn
Adrian Rendito,5.0,mantap,2 years ago,0,Netral,Positif,mantap
Redaksi Bekicot Balap,5.0,Wangun :)),a year ago,0,Positif,Positif,wangun
Khatami Rasyad,5.0,Amanah,2 years ago,0,Netral,Positif,amanah
Lutfi Safi,5.0,mantapp,2 years ago,0,Netral,Positif,mantapp
Ganang Dwi Prasetyo,5.0,baguss,2 years ago,0,Netral,Positif,baguss
AprillyanKusuma,5.0,Mantabbb,2 years ago,0,Netral,Positif,mantabbb
Rifqi Ansori (Iphi),5.0,Murah,2 years ago,0,Netral,Positif,murah
Satrio Damas,5.0,Jos markojos,2 years ago,0,Netral,Positif,jos markojos
Irza Nurikhlas,5.0,Mantap,2 years ago,0,Netral,Positif,mantap
Riski F,5.0,Joossss,2 years ago,0,Netral,Positif,joossss
Ahmad Shubhan,5.0,Keren,2 years ago,0,Netral,Positif,keren
AKIL HIDAYAT,5.0,Mantap,2 years ago,0,Netral,Positif,mantap
Rizky Maksum,5.0,Mantap,2 years ago,0,Netral,Positif,mantap
azzam khoir,5.0,Mantabb,2 years ago,0,Netral,Positif,mantabb
Rivaldi Octa,5.0,mantap,2 years ago,0,Netral,Positif,mantap
Fahmi Sofiriansah,5.0,gokilll og,2 years ago,0,Netral,Positif,gokilll og
Rahmat Bagas,5.0,Mantep,2 years ago,0,Netral,Positif,mantep
Rakha Arya Cahya,5.0,Mantab,2 years ago,0,Netral,Positif,mantab
Yohanes Danu Rhadian,5.0,Mantapp,3 years ago,0,Netral,Positif,mantapp
Athuf Mauludan,5.0,Mantap,3 years ago,0,Netral,Positif,mantap
Faqih Sayyaf,5.0,Mantap,3 years ago,0,Netral,Positif,mantap
Ratna Yudhiyati,5.0,Interaktif dan ramah,3 years ago,0,Netral,Positif,interaktif ramah
Imam Ramadhan,5.0,Mamtapppp,2 years ago,0,Netral,Positif,mamtapppp
ahmad komaru,5.0,Mantap,3 years ago,0,Netral,Positif,mantap
tirtadistira mile,5.0,Mantap,3 years ago,0,Netral,Positif,mantap
Satrio Aji,5.0,Mantaapp,3 years ago,0,Netral,Positif,mantaapp
Angger Raafiu,5.0,Recomended,3 years ago,0,Netral,Positif,recomended
Xaverian Okka,5.0,top markotop 👌,3 years ago,0,Positif,Positif,top markotop
Gregorius Pragnya Dipta Baskara,5.0,Mantapp,3 years ago,0,Netral,Positif,mantapp
