nama_penulis,rating,teks_ulasan,waktu
Danang Tri,3,Lumayan lengkap,8 tahun lalu
Veronica Wirawan,4,Barang2nya relatif murah,8 tahun lalu
ate minte,5,"Cheapest store, complete for your daily needs, so much discount offered everyday",8 tahun lalu
mega sari,4,cheaper than other RETAIL,8 tahun lalu
Jino Jiwan,2,"Barang yang dijual cukup lengkap dengan harga sedang, tidak murah, namun cenderung mahal. Lahan parkir tidak memadai, terutama untuk mobil dan selalu bikin macet jalan. Belum lagi antrian di kassa yang panjang di jam sibuk dan awal akhir bulan.",8 tahun lalu
Qyuqyuqyuuqyuqyu,4,Lengkap,8 tahun lalu
Dede Miranti,5,Barang nya lengkap murah,8 tahun lalu
Mimi Meira,3,"Cukup nyaman buat blanja keperluan shari hari, sayangnya buat parkir mobil ribet",8 tahun lalu
Posyandu,3,Lumayan lengkap,8 tahun lalu
Anna R. Kusumoatmojo,5,Cheap supermarket but high quality stuffs,8 tahun lalu
fernanda putra,5,Nice,8 tahun lalu
Maryani Sukesih,5,Pas. Untuk cari kebutuhan kebersihan harga paling miring,8 tahun lalu
meiria pesona cipta,4,Murah dan dekat,8 tahun lalu
Anandyajati Mella Sonya,5,Very reccomended,8 tahun lalu
MF,5,murah meriah,8 tahun lalu
Zulfa Rifa,3,Lumayan tak antri banyak kalo disini,8 tahun lalu
Pray The Best,5,Nyaman buat belanja,8 tahun lalu
claudia Kapitan,5,Bagus,8 tahun lalu
Sunar Narmi,3,Tempatnya belanja minyak dg harga murah,Diedit 8 tahun lalu
Bekti Susilo,5,Lengkap murah dan nyaman,8 tahun lalu
desti aulia,5,"Mau belanja bulanan yg asik, nyaman, lengkap dan murah yaa di Mirota Kampus Palagan aja.",8 tahun lalu
Andina Ardaneshwari,4,Sekarang lbh bagus dan lebih tertata,8 tahun lalu
Santi Santi,5,Wih belanja disini enak se kali dan harganya pun cukup murah dr pd yg lainnya,8 tahun lalu
Alfiana Puteri,5,"Harga kopi saset dsni murah"", harga grosir bgt. cocok buat yg mau buka warmindo atau warung ramesan yg sediakan minuman isntan.",8 tahun lalu
dwi hatmaja,3,ok,8 tahun lalu
andyF,4,parkir disini agak susah untuk kendaraan R4,Diedit 8 tahun lalu
Ahmad Zafrullah,5,Murah dan kengkap,8 tahun lalu
Yohanes Sukamto,4,Akses mudah,8 tahun lalu
wahyu adhi,4,Tempat biasa beli kertas dan materai,8 tahun lalu
Pradhana Wijaya,3,Parkir susah,8 tahun lalu
Eka prasmita,4,sudah tradisi mirota dimana aja ruame...,8 tahun lalu
Fifi Rudiastuti,3,Antrian kasir lama dan penempatan barang2nya pindah2,8 tahun lalu
Ahmad Ali Fahmi,3,"You'll find any daily needs here, but it has very limited (and always full) car parking area.",8 tahun lalu
Arifta Nurjanah,4,"Lengkap, tempat belanja favorit tapi kalau gak sabar ngantri kasir jangan ke sini di awal bulan",8 tahun lalu
Putu Yama,5,Lengkap.,8 tahun lalu
Sals,4,"Mirota kesekian kali yang harganya murah dan pas ada diskon, diskonnya bisa setengah harga. Tempat parkir kurang luas dan gak ada tempat sholat.",8 tahun lalu
Ahmad Muhammad,3,"Deket rmh,byk disc rabu n jumat",8 tahun lalu
Bagas Kusuma Jati,4,yeah pretty good. it's so cheap also,8 tahun lalu
Baskara Febrianto,4,Super Murah. Parkir sering penuh,8 tahun lalu
Santo Ajie,5,Sekarang tambah lengkap,8 tahun lalu
ayu lestiyani,5,Cari tempat murah dan lengkap? Ini tempatnya,8 tahun lalu
fajri kudo_7,4,Manjiw...,8 tahun lalu
Nolia Liana,4,"Swalayan yg menyediakan kebutuhan sehari2, dr sandang, pangan, sampai peralatan rumah tangga..
Harga yg standar sehingga konsumen berbondong bondong datang untuk berbelanja.. ",8 tahun lalu
Oline solly violet,3,Pelayanan ok,8 tahun lalu
Mas Mito,4,Salah satu supermarket idola mahasiswa jogjakarta,8 tahun lalu
Dede Khoirunisah,3,Lengkap....,8 tahun lalu
heri setiawan,5,lengkap...,8 tahun lalu
Wilo Motor,3,"Harganya terjangkau...
Pelayananny sangat memuaskan",8 tahun lalu
Davina Nastiti,4,Harga terjangkau,8 tahun lalu
Dewi Tampubolon,5,Belanja rumah,8 tahun lalu
Arok Ghatez,4,Produk perawatan wajah kurang lengkap,8 tahun lalu
Eko Sunaryono,4,Banyak dagangan dengan harga lebih murah dibandingkan dgn yg lain,8 tahun lalu
Restty,3,Good,8 tahun lalu
aditya nugroho,4,"Belanja di mirota kampus palagan cukup ringan dikantong semua kalangan, barang2 yang ada disini semua ada, dari sayuran hingga pakaian sehari hari...",8 tahun lalu
Ega Saputra,5,Nyaman dan banyak pilihan,8 tahun lalu
Agusta Ariyoshi,4,Murah,8 tahun lalu
Avista Opu,5,lengkap kok tapi belum pernah cek yang diatas,8 tahun lalu
Andita,4,Murah dan lengkap,8 tahun lalu
Agra Laksmi Maitri,5,Murah dan nyaman serta lengkap,8 tahun lalu
Intan Elviraintan erubira,4,serba lengkap dan murah meriah,8 tahun lalu
Azizah Utami,3,"Harga murah, tapi kurang lengkap",8 tahun lalu
Hana Mia Nurpradita,4,Narrow entrance,8 tahun lalu
Gangsar Bejo,4,"Semua kebutuhan ada di sini,mulai dari kebutuhan rumah tangga,pokoe komplit...plit...",8 tahun lalu
mama alfatih 0301,5,"Toko lama sedang di perbaiki,monggo ke toko cat lancar sebelum toko lama",8 tahun lalu
Rendy Meliyan Setia Praja,4,"Nyaman,mainan anak kurang lengkap",8 tahun lalu
Ufuk Gencel,3,Another market in Jogja slightly cheaper but not easy to find you need,8 tahun lalu
Poerta Hidayat,4,Murah lengkap. Tapi setiap mau bayar di kasir antrinya panjang dan pegawainya kurang cekatan.,8 tahun lalu
Citra Kusumawati,4,"Cukup lengakap walau tak selengkap mirota kampus ugm. Namun karena tidak seramai mirota kampus ugm, maka suasana lumayan nyaman dan tidak berdesakan dgn yang lainnya",8 tahun lalu
Naufa Salsabila,4,Tempat nyaman.... Harga terjangkau...,8 tahun lalu
Eulampia Ismiatun,5,Tempat belanja yang murah dan komplit,8 tahun lalu
Aditya Wicaksono,5,Harga bersahabat hanya lahan parkir mobil kecil,8 tahun lalu
Atik Nurmasani,5,Recommended untuk belanja bulanan.,8 tahun lalu
Bayu Widhi Nugroho,5,"Kalau belanja bulanan enaknya disini, tapi kadang antrinya banyak banget",8 tahun lalu
Merah Putih TV,5,Bagus,8 tahun lalu
Sari Kusuma,4,Parkiran untuk mobil kurang.,8 tahun lalu
Chairiyyah Hanifah,4,Good place to buy something cheaper,8 tahun lalu
Bambang Pamungkas,5,Menyenangkan belanja disini,8 tahun lalu
Rifangi Setiawan,5,"Belanja mudah, murah, cepat, parkir nyaman",8 tahun lalu
fajartwk yogya,5,Parkir mobilnya sempit,8 tahun lalu
NoviaSD,5,Harga mahasiswa...mantap..,8 tahun lalu
E S,5,Komplit dan terjangkau,8 tahun lalu
Muhammad Candra,5,Harganya murah.,8 tahun lalu
Jarwo Jarwo,5,Pelanyansnya bagus,8 tahun lalu
oliver upn,4,Toko serba ada dan murah,8 tahun lalu
Subhan Arch,4,Supermarket kebutuhan sehari2...area parkir kurang nyaman,8 tahun lalu
Ahmad Yusfian,4,"Tempatnya bagus, parkir sedikit kurang untuk kendaraan roda 4. Tapi, harganya cocok untuk anak kost !!",8 tahun lalu
Fetria Laras,5,"Banyak pilihan
Semua ada
Dekat rumah
Murah meriah",8 tahun lalu
Andi Z,5,Murah dan lengkap...,Diedit 8 tahun lalu
Yody Laris Abadi,3,Barang murah tapi sayang gak ada parkir mobil,8 tahun lalu
satya graha,3,Cheap place to shop,8 tahun lalu
sense yusuf,4,Good market,8 tahun lalu
dzin moyanita,4,Lengkap,8 tahun lalu
oelphee,4,"Komplit, terjangkau, lebih murah dari toko lain, pelayanan ramah, parkir terbatas",8 tahun lalu
Primatika Pramana Dewi,4,"Not too crowded
Bisa belanja dengan tenang",8 tahun lalu
Budi Kris,4,Murah nyaman lengkap,8 tahun lalu
Andry Bachtiar,4,Parkir selalu desak desakan. Kurang luas,8 tahun lalu
mazia banita,4,Tempat yg cocok utk belanja,8 tahun lalu
Tonny Purwanto,4,Mayan lengkap n murah,8 tahun lalu
Femmy Ayuningtyas,5,Ga perlu jauh2 blanja murah..dkt rumah hrg ekonomis dan bersaing dan lengkap,8 tahun lalu
Ida Nur Azizah,5,Cocok buat belanja rumah tangga,8 tahun lalu
Ning Khayra,1,Komplit,8 tahun lalu
Judith Jean,5,"Murah, nyaman, sering ada promo",8 tahun lalu
Aditya Rangga Imananda,4,"Lebih nyaman dibanding mirota kampus Simanjuntak, sepi ",8 tahun lalu
Juli Krestina,5,tempat belanja yg lengkap dgn harga bersaing,8 tahun lalu
Feisal Sakti,4,komplit dan murah toserba,8 tahun lalu
Astri Tantrina,4,Lumayan lengkap lah..,8 tahun lalu
Tita Chen,4,Lumayan lengkap,8 tahun lalu
Kartika Dewi Anggraini,5,Murah2,8 tahun lalu
Eddy Purwantoro,4,lengkap dan harga bersaing,8 tahun lalu
Desy Latifah,5,T4 lbih luas sehingga tdk berdesak2an dlm belnja,8 tahun lalu
Aisyah Widyastuti,5,Enak blnja diaini murah meriah,Diedit 8 tahun lalu
Zam-zam Seafood Medan di Yogyakarta,1,tempat sempit. bawa keranjang jika bertemu orang bawa keranjang juga pasti akan kesulitan. banyak kardus berserakan di jalan.,8 tahun lalu
Adi Fahrozi,5,"Seperti layaknya supermareket pada umumnya, di Mirota ini memiliki 2 lantai, lantai pertama atau lantai dasar itu tempatnya makanan ringan dan peralatan rumah tangga, dan lantai ke dua tempat pakaian wanita dan pria",8 tahun lalu
Avita Cempaka,4,Lumayan lengkap,8 tahun lalu
nur adibah,5,"Reachable place nice price even cheaper than others, keep up the good job",8 tahun lalu
taufiq riyadi,4,Belanja,8 tahun lalu
Yusni Tri Wulandari,4,Lumayan komplit barangnya,8 tahun lalu
Dwiki Wahyu Chandrakusuma,4,Tempat belanja murah dan lengkap namun parkir sempit untuk mobil,8 tahun lalu
Ida Inayayi,5,Tempat belanja komplit dan murah,8 tahun lalu
Alfi Syahrin,4,Lebih sepi dari mirota simajuntak,8 tahun lalu
Khotim Mutiah,2,Tempat yg tepat untuk berbelanja,8 tahun lalu
andi darmawan,5,tempat berbelanja kebutuhan keluarga. harga relatif murah. sayangnya tempat parkir mobil nya kurang. apalagi pas awal bulan,8 tahun lalu
Widi Hawijaya,5,Harga murah & komplit,8 tahun lalu
Beni Wijanarko,2,Ok,8 tahun lalu
Muhammad Zulfi Ifani,4,"Harga murah gak ada lawan, sayang parkir mobilnya rada susah.",Diedit 8 tahun lalu
marga azis abdillah,1,Lengkap cuma tempatnya sempit,8 tahun lalu
Adi Danian,4,The items price are quite cheap compared to some popular convenience store like indomaret or alfamart.,8 tahun lalu
R Satrya Wibawa,4,Murah meriah,Diedit 8 tahun lalu
intan srini,5,Belanja yang asyik..,8 tahun lalu
Muhammad Rizqi Imani,4,"Barang cukup lengkap dan terjangkau.
Eng: Affordable price and the stuffs they sold are variable.",8 tahun lalu
aafyf@ flyty,4,Banyak diskon euy.. cuma satu yg menurut saya kurang nyaman yaitu tempat parkir yang sedikit kurang luas. Jika ditambah mungkin bisa jadi lebih nyaman ,8 tahun lalu
indrarisa pradana,4,Harga lumayan bersahabat,8 tahun lalu
Khairunasir [IT Masian-Ping Loka Group],4,Family shopping center,8 tahun lalu
Gugum Gumpito,5,semua mirota murah,8 tahun lalu
Adi Ferdian,3,Mempunyai fasilitas yg lengkap,8 tahun lalu
Galih Taroreh,4,Tempat blanja murah,8 tahun lalu
Monica Ines Saraswati (Ines),4,lengkap... harga bersaing. mirota idolaku. apalagi kalau ada undian berhadiah ,8 tahun lalu
Christine Permatasari,3,Tambahin tempat parkir mobil plis,8 tahun lalu
candra S,5,Tempat belanja murah dan berhadiah rumah,Diedit 8 tahun lalu
EKA NURCAHYANI,5,Hari ini lg banyk diskon. Pantengin trus yaaa lbh spesial diskon hr jumat,8 tahun lalu
Rusmadi AG,4,"Tempat belanja yang nyaman, lengkap dan luas. Recomended banget untuk belanja bulanan keluarga..",8 tahun lalu
Gojek Driver Jogja G5,4,Nyaman murah dan lumayan lengkap,Diedit 8 tahun lalu
RULI SETIYAWAN,5,Tempat strategis perbelanjaan paling murah di daerah palagan Tentara Pelajar dan di perbagai lokasi banyak cabangnya di Djogja Rumah belanja terpercaya dan selalu mengadakan udian berhadiah menarik,8 tahun lalu
Oukhe Wijaya,5,Pelayanan ramah,8 tahun lalu
Andri Susanto,3,Lengkap murah,8 tahun lalu
Arief Kristianto,3,Area parkir nyaris tdk ada alias sangat kurang sekali,8 tahun lalu
Kado Buatmu,5,"Very nice place, big parking area",8 tahun lalu
widati palupi,3,Lumayan lengkap cunsomer goodsnya,Diedit 8 tahun lalu
Kukuh Ganteng,4,Harga yang cukup murah dan tempat parkir cukup luas,8 tahun lalu
dian pratiwi,4,Belanja dgn harga Murah ya cuma dimirota ,8 tahun lalu
Ipnu Auliya Rohman,3,Menyediakan berbagai macam barang kebutuhan sehari hari,Diedit 8 tahun lalu
Agus Setiyawan,5,Barang termasuk kumplit harga bersahabat,8 tahun lalu
Indah Mutiatul,4,Haahhahaha seneng aja kesini,Diedit 8 tahun lalu
rido kurnianto,5,Cheaper price,8 tahun lalu
Annisa Purnamasari,3,"Strategis, hari biasa mending belanja kebutuhan sehari2 disini drpda mirota yg lain ga terlalu umpek umpekan.",8 tahun lalu
woro drupadi,5,"Lengkap, murah",8 tahun lalu
Gino Erman Agusta,5,Mantapp,8 tahun lalu
Wisnu Nugroho,5,Lengkapp,8 tahun lalu
Rangga Aji putra,5,istimewahh,8 tahun lalu
ifa rofinda,4,"Letak strategis , harga barang yang jual murah dan bangunan luas",8 tahun lalu
Sesora Aditya,4,"Harga murah, cuma kalo pas rame antrinya gak ketulungan",8 tahun lalu
Herry Tedjo,5,"Alternatif belanja di daerah utara ringroad. Cukup lengkap, terutama bagian daily need. Harga relatif murah, hanya tempat parkirnya agak barbar terutama bagi mobil",Diedit 8 tahun lalu
isna indayani,3,Murah2 tapi sayang parkir terbatas,Diedit 8 tahun lalu
Ditto Hariadi,4,Harga murah dan lengkap,8 tahun lalu
nana Sukesi,3,"Barang2 komplit dan harga murah, hanya parkirnya yang susah",8 tahun lalu
Irwan Noviandy,5,Tempatnya kecil dibanding outlet mirota kampus yang lainnya. Tapi item barang komplit dan lengkap.,8 tahun lalu
dirmawan hatta,3,hard to park.,8 tahun lalu
Vibe Elnovo,4,lack of parking space,8 tahun lalu
Dwiki Rangga,4,murah murah,8 tahun lalu
Arsi D,4,Menyediakan buah dan sayuran segar serta berbagai kebutuhan dapur yg baru saya temukan di MK...,8 tahun lalu
Siti Atrie U. H.,5,sangat cocok untuk membeli kebutuhan sehari hari,8 tahun lalu
Wardah,4,Nggak begitu lengkap dan tempat parkir sempit. Nggak direkomendasikan buat bawa mobil. Harga masih paling bersahabat sama kantong. Sayur dan buahnya tapi nggak begitu bagus.,8 tahun lalu
Arief Setiyanto,4,"a good supermarket in Jl. Palagan TP, Jogjakarta",8 tahun lalu
DIDIKS Subagyo,4,Favorit buat belanja.,8 tahun lalu
umar moyo,4,Belanja lengkap ya disini,8 tahun lalu
Creamo Mom,3,"Tips: sebaiknya pergi belanja disini jangan sendiri, setelah dapat setengah dari daftar belanjaan, minta teman utk antri dulu di kasir sementara kita menyelesaikan belanja...antrian kasir terutama hari jumat-sabtu-minggu nggak nguatin...",8 tahun lalu
Danang Jati,4,"Harga murah,cuma parkir mobil terbatas 5 mobil sj",8 tahun lalu
Titan Bagus Br.,5,Toserba,8 tahun lalu
Yuli Purwanti,4,Deket aja gitu..,8 tahun lalu
Rangga Darmawan,5,gak terlalu rame,8 tahun lalu
Gumbert maylda pratama,5,"Belanja cepat, dekat dan hemat",8 tahun lalu
rusli agus,5,Supermarket dan swalayan terlama di yogya...harga terjangkau....komplit stoknya,8 tahun lalu
astrid ceryllia leesley,4,Termasuk terjangkau buat anak kos,8 tahun lalu
Suciati Hanum Masyitoh,5,Love it!,8 tahun lalu
Trisna Samodra,3,Small parking car,8 tahun lalu
Raka Wildan,5,Cheaper than other super market ( G*** / Ind****** / Alf***** ),8 tahun lalu
CANDRA A WINAWAN,5,"Lengkap, murah, banyak promo",8 tahun lalu
severius okky,5,"Pelayanan bagus, ramah, cukup lengkap",8 tahun lalu
astra cats,5,Tempat komplit belanja kebutuhan sehari-hari,8 tahun lalu
Yudhi P,5,tempat belanja yang cukup murah,8 tahun lalu
Guntur Setiaji,3,Lengkap...,8 tahun lalu
Hilarius Doren,4,Lumayan cukup meski tidak selengkap dan seramai yg deket ugm,8 tahun lalu
hedy shinta,5,Lengkap untuk belanja bulanan,8 tahun lalu
Nofriagara Davit Harnawan,5,Murah lengkap,8 tahun lalu
Yoshi Anggi Bida Aji Satiti,5,Semua barang kebutuhan anak kos ada semua. Ada hadiah kupon setiap tahunnya. Bagus. Tapinga pernah dapat ,8 tahun lalu
putra 15,5,"murah, nyaman. lumayan lengkap",8 tahun lalu
Ari_ Xyz,4,banyak diskon hari jumat,8 tahun lalu
ISMAIL HUZAEN,5,Lengkap & Nyaman,8 tahun lalu
Asyifa Suyono,4,Tempat belanja yang murah,8 tahun lalu
PUPUT NINGGARIAWAN,5,Harganya murah dan lokasinya strategis. Hanya saja agak sulit parkir jika membawa kendaraan roda 4. Terdapat ATM beberapa bank.,8 tahun lalu
DBC Event Organizer,2,Lengkap,8 tahun lalu
Dennisa Icha,5,Tempat belanja keluarga yang cukup komplit dan harga bersahabat.,8 tahun lalu
Adelia Geger,4,Mirota terkenal murah... Sayang tempat parkir sempit.,8 tahun lalu
Ris H. Rahadyanta,5,Supermarket dengan harga terjangkau,8 tahun lalu
P R,4,Grocery place usually crowded in Friday,8 tahun lalu
Toko TEROBOSAN BARU Palagan Toko besi buka malam,5,Murah dan komplit...,8 tahun lalu
Veni Junita Rahim,3,Murah,8 tahun lalu
Fitri Okna,5,Murah dan lengkap,8 tahun lalu
Agustinus Giri Hartono,4,"Solusi tempat terdekat untuk beli kebutuhan bulanan keluarga. Harga masuk akal. Banyak pilihan kebutuhan. Sembako, makanan, baju, perkakas listrik, atm mandiri ada, wc toilet, parkir cukup lah, ada cctv nya. Aman.",8 tahun lalu
Agung Satriya Wibowo,4,"One stop shopping convenient store. It's price is reasonable and they have their own CSR programs from waste reductions, environment management and social charity programs.",8 tahun lalu
Lujeng Qurrota Ayun,4,"Enak, murah, lumayan lengkap. Staf ramah2. Lahan parkir mobil yg agak susah. Karena selalu ramai..",8 tahun lalu
Rafiepro Sound System,5,Rmh belanja yg murah dan lengkap,8 tahun lalu
Yogo Utomo,5,Murah meriah dan lumayan lengkap,8 tahun lalu
ola siahaan,3,"Grocery shop, fresh vegetables and fruits",8 tahun lalu
Titien Suhartini,3,Mirota kampus UGM,8 tahun lalu
selfijaey,4,Murah,8 tahun lalu
Sri Sulistyarini,4,Alat- alat tulis nya kurang lengkap. Tapi pelayanannya udah baik,8 tahun lalu
Eko Suprandi,5,Bagus,8 tahun lalu
juntak usman,4,Keperluan pribadi,8 tahun lalu
Syaokat Rafsyahnjani,4,Pusat belanja paling lengkap disekitar sleman,8 tahun lalu
Siska Fitriana,4,Tempat belanja yg murah. Tempat ini menjual berbagai macam kebutuhan sehari-sehari. Bangunan terdiri dari 2 lantai. Ada spot ATM diluar tempat belanja. Bisa menggunakan kartu kredit/debit dengan minimum transaksi tertentu.,8 tahun lalu
Indarty Mayumi,3,"Barangny lumayan murah,, dan mudah d jangkau..",8 tahun lalu
Hafiyullah Aza,3,Anak kampus kalau beli kebutuhan bulanan murah biasanya sih kesini,8 tahun lalu
Anita Bahar,4,nyaman buat berbelanja,8 tahun lalu
dany permana,5,"Alternatif tempat berbelanja yg murah, lengkap, pelayanan baik, bersih dan strategis. menerima pembayaran cash, semua kartu kredit dan debet. Setiap hari ada discount, umumnya hari rabu discount buah segar, hari jum'at discount lebih banyak dan berkatalog, hari minggu discount sayuran segar.",8 tahun lalu
puji murniasih,4,"Cukup lengkap, murah, diskon setiap jumat buat kosmetik",8 tahun lalu
Yeni Setiawan,5,Barang lengkap dengan harga murah. Sangat direkomendasikan!,8 tahun lalu
Ruli Pradinata,5,"Tempat belanja komplet, murah, banyak diskon, tapi parkir mobil agak sempit.",9 tahun lalu
As Sun,5,"Komplit, murah, pinggir kota, adem",9 tahun lalu
Normadewi Saraswati,2,It has very small parking area,9 tahun lalu
hanzoe ryu,5,Harga murah..,9 tahun lalu
Eka Dewi,5,Lengkap lumayan murah buat anak kos,9 tahun lalu
Veronica Jr.,5,"Murah sekali belanja disini, slalu ada diskon setiap harinya.",9 tahun lalu
Tutik Mulyaningsih,3,Ruameeeee,9 tahun lalu
Fatchur Rahman,5,Murah,Diedit 9 tahun lalu
Ray Setiawan,4,"Good price, large shoping area.",9 tahun lalu
Dhita Mahardhika,5,Low price,9 tahun lalu
Indra Rahman MBA. CFP.,3,"Harga enak banget.. tp selalu rameeee.. Swalayan lega, jarak antar rak lebih lebar drpd yg di simanjuntak, parkir mobil sempit..",9 tahun lalu
