nama_penulis,rating,teks_ulasan,waktu
Meyantoro Prihambodo,5,"Tempat belanja kebutuhan rumah tangga paling lengkap.
Kebutuhan rumah tangga di lantai 1.
Fashion di lantai 2.
ATK dan alat elektronik di lantai 3.
Sangat menerapkan protokol kesehatan, cuci tangan sebelum masuk, cek suhu di pintu masuk dan batas jaran antrian di depan kasir.
Untuk penggunaan plastik berbayar, di sarankan membawa shopping bag dari rumah atau nanti bisa minta di kemas menggunakan kardus di kasir. Tidak menyediakan tali rafia tetapi di ganti tali goni yang tipis dan kalau terlalu kencang bisa putus.",3 tahun lalu
Fitriana NH Aji Pramesti,4,"Lumayan lengkap dan harganya tidak terlalu mahal. Sayangnya jarak antar rak sempit, jadi desak2an kalau waktu agak ramai.",3 tahun lalu
mukita sari,5,"Roti nya enak banget dan murah, barang2 lain di jual juga murah..",3 tahun lalu
Ramadian Radite,5,"Kalau mau cari sesuatu yang ga mainstream ada di supermarket nasional, bisa cari disini! Harga bersaing. Ada jual pukis di sebelahnya dan enak banget",3 tahun lalu
Haryo Nurpriambodo,2,"Pada hari Senin tanggal 19 September 2022 pukul 18.50 kasir lantai 2 sangat kurang cekatan. Hal ini dikarenakan masalah harga barang yang kurang jelas sehingga kasir harus bertanya sana-sini. Hampir setengah jam saya menunggu antri. Saya tidak menyalahkan individu siapapun, akan tetap hanya ingin koreksi kepada kinerja team dan manajemen saja. Semoga hal tersebut bisa menjadi perhatian khusus dan bisa diperbaiki lagi. Terimakasih",3 tahun lalu
resa cantik,4,Bagusss tapi antri kasirnya panjanggggg,3 tahun lalu
ARUL,4,tempat belanja yang Komplit,3 tahun lalu
iniaku,5,Tempat fav untuk belanja bulanan,3 tahun lalu
Zahir,5,"pelayanan baik, barang serta harga sangat memuaskan",3 tahun lalu
Nigel G. A. Sianipar,5,Medium perfectly,3 tahun lalu
Muhammad Syarif Al Ihsani,5,"Harganya sangat murah dan terjangkau, cocok untuk anak kos yg ingin berbelanja banyak barang kebutuhan",3 tahun lalu
Deden Fardenan,4,Menurutku lebih murah dibandingkan super indo,3 tahun lalu
Puan,5,lengkap tp antrinya panjang bgt,Diedit 3 tahun lalu
arief lavender,5,Lengkap,3 tahun lalu
Red Line,5,"Ramai, murah juga",3 tahun lalu
Ahmad Hakim Nizami,2,Antre jam 16.57 kyk mau perang dunia II,3 tahun lalu
Dini Novita Sari,5,Toko yang lengkap ,Diedit 3 tahun lalu
Tri Suharni,2,Kadang memuaskan kadang tidak..saya ngantri dikasir..depan saya bermasalah dg pembayaran memakai kartu kredit..kita menunggu smp 30mnt lebih...padahal yg antri panjang..biasanya klo bermaslah di tunda dl...dilayani yg brktnya..lalu diulang yg td..ini tidak..kita mng smp 30mnt lebih...hampir 45mnt...smp yg antri pd grundel..mohon diperbaiki pelayanannya..terimakasih..,3 tahun lalu
suja nuryadi,4,"Tempat belanja kebutuhan sehari-hari, lengkap dan bersih",3 tahun lalu
Ignatius Bayu Adji,5,"Toko swalayan yang menyediakan berbagai macam jenis kebutuhan rumah tangga,",3 tahun lalu
Valentina Tiwi,5,Mirota kampus rumah belanja kita semua hahaha secinta itu sama mirota,Diedit 3 tahun lalu
Ali Hudatwi,5,"Un upgraded supermarket with various things to start a new school/colleague life. They sell body wash,detergent, fresh veggie and fruit, clothes, make up, stasionary, also kitchen utensils. Price is also cheap. Be aware when you visit during first week of the month, very crowded.",3 tahun lalu
Bro M,4,Tempat berbelanja,3 tahun lalu
Muchammad Nasrullah,5,mantep murah deket kantor,Diedit 3 tahun lalu
Apri Rudiyanto,5,"Murah, lengkap, pelayanan bagus ",3 tahun lalu
Fauzia Erbin Pebriarina,5,"Barangnya terbilang lengkap. Kalau mau belanja hindari jam-jam rame kayak sore apalgi weekend. Parkirnya cukup luas klo kesini pas nggak membludak pengunjungnya. Bisa bayar pke kartu debit juga, jd aman klo gaada cash.",3 tahun lalu
Cabean motovlog,5,"Belanja murah mayoritas produk2 baru2 terus, pelayanannya baik",Diedit 3 tahun lalu
Smiley,5,Tempat belanja favorit anak kos. Berbagai macam kebutuhan mulai dari sayuran hingga kosmetik ada semua disini,Diedit 3 tahun lalu
Retaf,5,"tempat belanja fav waktu masih ngampus di jogja, makin rame aja sekarang, bahkan untuk alat2 RT sdh punya gedung terpisah",3 tahun lalu
Tofik Wahyudi,5,"Sangat lengkap membeli kebutuhan alat tulis, dan lain-lain",3 tahun lalu
Khoirunnissa Hidayati,5,"Tempatnya luas, banyak pilihan untuk kebutuhan rumah tangga kayak panci, sapu, ceret, mangkok gelas.",3 tahun lalu
miranti ria,5,Swalayan yg lengkap dan murah.,Diedit 3 tahun lalu
Em 03,5,"Parkir agak antri kalo mobil, tempat tidak terlalu luas",3 tahun lalu
al amin's family,5,Tempat belanja keluarga,3 tahun lalu
andtra Kurniawan,1,kalo parkir gak penuh jangan bilang penuh.,Diedit 3 tahun lalu
Hendra Prass,3,Antrian kasirnya panjang,3 tahun lalu
Nida Hanin,3,"Saya tadi ke mirota dan mendapat perlakuan yg kurang menyenangkan dari mbak (penjaga parkir), padahal saya sudah menanyakan baik2 tempat parkir untuk sepeda karena saya belum tahu tetapi jawabannya sangat tidak mengenakkan dari sikap dan cara berbicara. Kalo dalam bahasa Jawa bisa dibilang 'sengak'. Dan ternyata tidak hanya saya tetapi teman saya pun mengalami hal serupa.",3 tahun lalu
Wisda Kusuma,5,Tempat belanjar murah di Jogja,Diedit 3 tahun lalu
Sinta Ayunda,5,tempat belanja murah di jogja ,3 tahun lalu
mario suhendra,3,"Dulu mirota jadi pilihan utamaku buat belanja karena dekat dengan rumah, dan emang makin kesini makin bagus tempatnya. Cuma problem utamanya yaitu di kasirnya masih sama dari dulu. Antri selalu panjang dan ramai, buang buang waktu, tempat sesak bikin pusing. Belum lorongnya sempit banget. Suka susah bawa trolley. Parkirannya juga bikin tobat. Mau keluar masuk parkiran dari jalan raya juga susah minta ampun.
Akhirnya setelah hyperma*rt buka di hartono mall, jadi sering belanja kesana walau agak jauh. Orang bilang mirota ini murah, iya emang murah. Tapi coba bandingin sama hyperma*rt deh, minyak, beras, komoditi utama lainnya menurutku lebih murah. Apalagi sering promo online payment. Tempatnya juga luas. Kayanya segala hal berbanding terbaik dengan mirota ",3 tahun lalu
Ismail Sunni,5,"Lengkap, hampir semua keperluan bisa dibeli di sini",3 tahun lalu
Dwi Samsul Soliqin,4,"Tempat belanja kebutuhan bulanan dan harga yang murah,",3 tahun lalu
Nur Fajriyana Khoironi,3,"Barang-barangnya lengkap dan bervariasi, harganya lumayan ramah kantong buat anak kost
Tolong banyakin kasir, antriannya sangat panjang sehingga sedikit mengganggu pelanggan yang sedang mencari barang yang akan dibeli",3 tahun lalu
Raffa Avriza,5,Tempat nya bagus belanja nyaman dan murahh... Cocok yg mau belanja bulanan rutin disini ,3 tahun lalu
Margarita Susilowati,5,"Tempat belanja kebutuhan sandang & pangan
Promo2 besar biasanya ada di hari jumat tapi di hari2 biasa juga kalo lagi ""bejo"" ya dapet promo juga
Untuk lantai 1 untuk kebutuhan dapur, toilet, skincare + haircare
Untuk lantai 2 untuk kebutuhan sandang + makeup
Untuk lantai 3 untuk kebutuhan ATK + alat elektronik + koleksi hiasan rumah",3 tahun lalu
div,5,"Termurah dibanding supermarket lain, tapi antrean kasir lama",3 tahun lalu
Ismi Azizah,5,"Banyak sekali barangnya. Lengkap. Terjangkau. Mulai dari makanan kemasan, bahan makanan, pakaian, atk, dll ada di sini. Suka sekali, makanan ringan relatif murah disini.",3 tahun lalu
Ocha Christian,5,"Harga kebutuhan harian yg terjangkau... cmn tempatnya msh kurang besar (kurang luas), kenyamanan berbelanja belum maksimal...",3 tahun lalu
Hamzah Fakhrurozi,5,Dari kecil sampai sekarang beli disini selama 15 tahun murah meriahhh,Diedit 3 tahun lalu
M HERRY ANSHORI,5,Murah komplit,3 tahun lalu
Sani Nadziroh,5,"Lengkap bgt perlengkapan rumah dr piring gelas, kompor rice cooker ukuran anak kos, kesed dll lengkapp, cmn kasir nya antri cmn 1 kasir",Diedit 3 tahun lalu
Prap,5,"One stop shopping with affordable prices. From fruit and vegetables, cosmetics and household can be found and buy here. Location was very strategic on central northern Yogyakarta, in adjacent of Bulaksumur, main Campus Gadjah Mada University and it's housing complex, dormitory and Panti Rapih Hospital",Diedit 3 tahun lalu
Mochammad Ichya,5,Murah dan banyak promo,3 tahun lalu
Sari Martha,5,"Cari perlengkapan rumah tangga bisa kesini. Cukup lengkap, banyak pilihan, dan harga relatif murah. Parkiran luas",3 tahun lalu
Rian Nunuhitu,5,Ramai.. butuh lebih banyak kasir,3 tahun lalu
ipoenx raharjo,3,"Looking for letter balloons, zero stocks for letters A, H, S, R, pdhl nama anak saya Sarah. Padahal dlm Bhs Indonesia itu banyak pakai huruf A. Saya info ke petugas tdk jauh dari situ, ada 3 petugas sepertinya sedang briefing, mereka berterimakasih tapi setelah saya menjauh saya denger mrk ngobrol: ""pakai angka aja...."" Sambil ketawa ketiwi.",3 tahun lalu
Juan Esti,5,Pelayanan baik,3 tahun lalu
Bunga Putri Lilyana,5,"Segala keperluan rumah tangga ada di sini. Buat yang baru ngekost juga bisa beli keperluan di sini, mulai dari cangkir, gelas, sendok garpu, piring, rak, panci, teflon, payung, jas hujan, alat kebersihan, etc.",3 tahun lalu
Abdillah Arief,5,Buat beli oleh2 khas jogja termasuk lengkap dan murah.... Gak perlu beli2 di toko oleh2 yg harganya bisa gak masuk akal..,3 tahun lalu
Riana Soeryo,4,Complete kitchen equipment store and quite comfort to choose the items.,3 tahun lalu
Agus Cahyono,5,"Bagus, lengkap dan murah dibanding yang lain",3 tahun lalu
Pipit Tri Lestari,5,tempat belanja paling worth it ygy,3 tahun lalu
Yusman Esso,5,Tempat belanja dari jaman mahasiswa..pokoknya semua kebutuhan anak kost ada di sini..,3 tahun lalu
Hendhi Widayat,5,"Bersih,Rapi,Murah",3 tahun lalu
els,5,Lwngkap,3 tahun lalu
An Nur Huda,5,Selalu ramai tak pernah sepi,3 tahun lalu
Adelina Fatma,5,Banyak diskon,3 tahun lalu
Isnaeni Tyas,5,lengkap,3 tahun lalu
Ni'mah Romadhiana,5,Lengkappp.. antrian kasirnya panjang bgt,3 tahun lalu
Julia Anida,5,Barang cukup lengkap untuk perabotan anak kos,3 tahun lalu
Samsul Alam,5,anak2 kos merapatnya di akhir bulan atau di akhir tahun aja biasanya promo banyak dan untjk mahasisw ini masih terjangkau semua ada di mirota,Diedit 3 tahun lalu
Heri Yanto,5,Lengkap dan Murah,Diedit 3 tahun lalu
Bachrul Uluum,5,supermarket yang lengkap dan murah murah tapi siap siap untuk antre di kasir karena emang ramee,3 tahun lalu
Fauziyyah Mufida,4,Kurang lengkap,3 tahun lalu
Azizah Yudiarti,4,"Sayang sekali kasirnya kurang banyak shg ada banyak antrian panjang di kasir, jd maaf sy kasih bintang 5 ya? Semoga bisa diperluas lagi supaya tidak antri di kasir. Untuk varian produk yang dijual cukup lengkap dan harga sangat kompetitif.",3 tahun lalu
andri rahmad sudiarmanto,4,Semua ada di sini. Pas ramai pas antrean bikin heemmm,3 tahun lalu
fenny maryandi,3,"Ramai banggets, susah gerak apalagi pas antri bayar, benar2 sesak, serasa mau pingsan tapi udah belanja ya masak ditinggal",3 tahun lalu
Demetria Herisjayanti,5,Belanja dapat hadiah,3 tahun lalu
Bimo Cahyandaru,5,Banyak pilihan,3 tahun lalu
Duwi Wahyu Cahyani,5,Bagus hanya saja antrinya lama,3 tahun lalu
fafa,5,"mudahh di jangkau, parkiran biasanya lumayan full di siang hari. sayur dan bahan makanan lainnya lengkap",3 tahun lalu
Izza Tika,5,Murahh,3 tahun lalu
Ririn Indah Permatasari,5,Lengkap ,3 tahun lalu
Laraswati Rosalina,5,Tempat idaman untuk belanja bulanan anak kuliahan,3 tahun lalu
Tari,5,"Tempat belanja paling murah dan komplit kalau jogja ya ini
Udah lulus kuliah juga masih sering ke sini",Diedit 3 tahun lalu
Lili Yuslianti,5,Lengkap,3 tahun lalu
Pratiwi Kusuma Dewi,5,Easy access,Diedit 3 tahun lalu
Yuldhi Fachry,5,Bagus,3 tahun lalu
Lukiyanti Sulistyorini,5,"Swalayan tujuan bagi pelajar, mahasiswa daerah utara, UGM, UNY, dan sekitarnya, soalnya lengkap dan murah, sering ada promo. Di lantai bawah menyediakan aneka kebutuhan harian, beras, telor, gula, minyak goreng, mie instan dll. ada sayuran, buah""an, roti, aneka snack, aneka minuman, body care, apotek mini.
Di lantai 2 tersedia kosmetik, pakaian, kerudung, tas, sepatu.
Di lantai 3 tersedia alat"" sekolah, alat"" listrik, magic com, blender, setrika, lampu belajar, tas, koper, dll
Area parkir tertata dg jalur masuk dan keluar yg beda, utk tarikan parkirnya pun masih bertahan di Rp. 1.000,-
Secara keseluruhan  
Saya belanja sering memilih hari Jumat krn lbh banyak promonya sih. Dan kalau belanja di sini mending bawa tas belanjaan sendiri deh ya..",Diedit 3 tahun lalu
Ruslansyah Gandhi (Gie),5,Belanja bulanan,3 tahun lalu
Danish Rollita,5,Supermarket terlengkap utk kebutuhan se hari2 dan harga ramah di kantong,3 tahun lalu
Wasit Abu Ali,5,Ok,3 tahun lalu
Esti Fatimah,5,Harga terjangkau pilihan banyak,3 tahun lalu
Benjo Hard core,4,Bagus,Diedit 3 tahun lalu
Irma S. Handayani,5,komplit murah,3 tahun lalu
Goei Corner,5,Lengkap,3 tahun lalu
alinas,2,"Antri terlalu panjang, sehingga menunggu pembayaran terlalu lama
Sebaiknya di pisahkan yang belanja banyak dan yg sedikit, sehingga nunggu pembayaran ngak terlalu lama",3 tahun lalu
Wahyono Sulistyo,5,Complete grocery store with very cheap price. Very recommended,3 tahun lalu
Heriyanto,4,"Lumayan lengkap. Toko rapi dan bersih. Pelayanan sopan dan ramah. Parkir motor dan mobil sangat memadai. Harga relatif murah. Hanya memang tidak sebesar Progo. Sudah sangat memadai untuk mengisi kamar kos, ruang kantor, atau rumah. Barangnya bagus-bagus.",3 tahun lalu
ifni fachrudin,5,Keramean...,Diedit 3 tahun lalu
HeseleH,5,Murah meriah ,3 tahun lalu
Yohanes Ersa Noverlian,5,Tempat Belanja yang selalu bersahabat,3 tahun lalu
Fatur Listio Prabowo,5,"Tempat belanja kebutuhan anak kos dan keperluan dapur yang komplit di Jogja
Sekali datang udah bisa dapet cookware yang bagus-bagus",3 tahun lalu
Ika Anggraeni,5,"Tempat belanja favorit, mau kebutuhan pangan, sandang, dll semua ada d sini...",Diedit 3 tahun lalu
Yeni Milla,5,Tempat belanja lengkap dan murah,3 tahun lalu
muson kilat,4,Antriannya selalu panjang,3 tahun lalu
Hilal Hambali,5,Tempat belanja bulanan,Diedit 3 tahun lalu
Fitria,4,"Murah, stategis tapi kawasan macet, ramai pengunjung karena banyak yang belanja bulanan di sini",3 tahun lalu
zajk zahman,5,Terbaik,3 tahun lalu
Novii Indria,5,Tempat lebih luas dan lebih lengkap,3 tahun lalu
Yunaini,5,"Pusat perbelanjaan di dekat kampus UGM UNY. Banyak barang yg harganya promo. Supermarketnya kecil, jdnya sempit. Lantai dasar ada supermarketnya. Lantai 1 tersedia kosmetik dan fashion, lantai 2 stationary.",3 tahun lalu
Yoewono Yoewono,4,"Stock kebutuhan sehari hari cukup lengkap,harga relatif tapi sayang untuk penerapan prokes masih perlu ditingkatkan terbukti masih ada beberapa pengunjung pakai maskernya tidak bener, bahkan ada pengunjung yang suhu badannya 36,9 terbukti alarm cek suhu berbunyi tapi tetep aja di biarkan masuk tanpa teguran ( 21 Juli 2022)...mohon diperhatikan bahwa pandemi masih ada...kontrol terhadap pengunjung tetap perlu di perhatikan...",3 tahun lalu
Enje Medale,5,Lengkap murah. Langganan belanja untu semua,3 tahun lalu
nayaka bhakti teknologi,1,Supermarket tempatnya sempit yang belanja banyak banget. Mau lewat jalan susah karena terhalang orang lain,3 tahun lalu
hadiyan hariz,4,"Seumur-umur baru pertama kali kesini. Setelah dibandingin ternyata harganya lebih murah dari tempat lain. Hanya saja jarak antara rak satu dengan yang lainnya tergolong sempit dan tidak luas. Jadi harus bersabar dan bergantian satu sama lain. Untuk kasirnya juga sempat bingung dengan alurnya.

Mirota kampus yang sekarang beralih nama menjadi manna kampus mempunyai 4 lantai yang terdiri lantai 1 untuk supermarket, lantai 2 pakaian, lantai 3 alat elektronik dan lantai 4 terdapat mushola yang mana jadi 1 dengan tempat makan karyawan. Tempat wudlunya pun terbuka jadi kurang nyaman dengan keadaan sangat ramai.",3 tahun lalu
Nesya Chanidar J,5,"kalau belanja bulanan selalu belanja di Manna Kampus karna lengkap, murah terus juga ada jual sayur sayuran, buah yang segar segar.",3 tahun lalu
Andrew Jackwaai27,4,Veryy crowded,3 tahun lalu
Dani Catrianiningsih,5,tempat membeli kebutuhan sehari-hari yang lengkap,3 tahun lalu
Muhammad Azka Ifirrin,5,Banyak diskon ,3 tahun lalu
Andrea Elfrieda,4,Lengkap,3 tahun lalu
Rahmania Tulus Bashori,5,"Cukup lengkap untuk keperluan harian atau bulanan, baju2, aksesoris n alat elektronik...
Cuma kadang antrian d kasir nya lama n panjang bgt klo pas lagi rame...",3 tahun lalu
Eyyyzann,3,"Lengkap dan murah""",3 tahun lalu
milenitnit,5,tempat belanja nyaman harga juga bersahabat..,3 tahun lalu
Teguh Khalis,3,"Bad experience, biasanya sih pelayanan sangat baik dan memuaskan. Tapi di saat manajemen Manna Kampus menganjurkan pembayaran non tunai, justru semua mesin EDC BCA tidak dapat untuk melakukan transaksi dengan Flazz.",3 tahun lalu
Septy Maulidyawati,5,"Tempat belanja bulanan terlengkap, terutama untuk bahan makanan dan kebutuhan pribadi sehari-hari.",3 tahun lalu
Raden Defri,3,"Tempatnya kurang luas, karena pasti setiap hari sangat ramai, lokasi mudah di akses, parkiran luas, tersedia mesin ATM lengkap, hanya dari arah Barat tidak bisa menyebrang harus putar balik di Bundaran UGM, produk2 juga lengkap, karyawan ramah2, pelayanan cepat",Diedit 3 tahun lalu
Yoyok sat,5,"Tempatnya strategis dan selalu ramai, area parkir mobil hanya sedikit
Produknya cukup lengkap dgn harga murah",3 tahun lalu
Abhisatya Wahyu Rajendra,5,"harga murah + lengkap, cuman males kalau awal bulan pasti rame banget haha",Diedit 3 tahun lalu
Pramesti Amalia Cahyaningrum,4,Lengkap,3 tahun lalu
Ramos Fransiskus,5,"Parkirannya gampang, lokasinya strategis, tp rame banget. Temen2 yg mau ke mirota jangan di weekend atau pas hari libur. Bisa cari mirota yang lain biarpun lebih kecil",3 tahun lalu
Yue Ling Ling,5,"Pas mau masuk sll antre buat parkir, rame org datang buat belanja, dah harga nya itu loh ternyata lebih mura dr toko lain jd kl ramai iya wajar, kesannya seperti toko tua yg sll diburu pelanggan nya..nice sii Krn harga Mura...",3 tahun lalu
Kemuning Jingga,4,Toko langganan belanja keluarga juga sejak dulu. Suka juga sama kue pukis depannya.,3 tahun lalu
Rachel Kenny,5,"Tempat belanja favorite, karena selain harga yang ralatif murah produk yang di tawarkan juga lengkap. Setiap jumat Juga sering ada promo cocok untuk belanja bulanan. Tempatnya Juga cukup bersih",3 tahun lalu
Sherlie Widyasmara,5,"Tempat belanja kebutuhan rumah tangga yang sangat lengkap, murah dan banyak diskon..
Kalau tanggal muda pasti antrinya panjang bgt",3 tahun lalu
Potato Tomato,5,Lumayan lengkap dan yaa le,Diedit 3 tahun lalu
Eko Susanto,5,"Bagi kalian yg bukan orang asli Yogya, toko ini pasti pernah memiliki cerita tersendiri, lengkap dan strategis dekat kampus UGM.",Diedit 3 tahun lalu
Jason Samuel,4,"very crowded, couldn't find 500gr of sugar",3 tahun lalu
Taufik Nur Fatoni,5,"Tempatnya belanja apapun itu, baik kebutuhan pangan ataupun sandang, peralatan kantor dan olahraga serta elektronik pun ada",3 tahun lalu
Anita Andriantini Mulia,5,Komplit pas semua yg saya perlukan ada.,3 tahun lalu
SyamO2sinar,4,"Bersih, layanan nya baik...saya kalo di Yogja suka belanja di sini",3 tahun lalu
Renni Endang,5,"Local area management Combined concept of supermarket & department store in one building with 3 storey with local producer & supplier, have lots of cheap product offer which not available at common national brand chain store type",3 tahun lalu
